zip,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
10472,1.0,1.2318918464974637,1.25879203237617,1.1885464183867456,1.1206109443276726,1.397047219523622,1.3070472195236225,1.4716928454385805,1.3172920912754216,1.375479056938326
10001,1.0,1.0628806757136253,0.9977136949447326,1.0669325747887082,1.3131344948275512,1.0208505698491392,0.9936924104668805,0.9587562353580111,0.7980155151170117,0.8986819549989775
10002,1.0,1.2551531140959051,1.1399437912017945,1.231789169523158,1.2387173138864207,1.2305063325080774,1.0974992444712013,0.9718306109998804,1.1571945180709375,1.1485727364688154
10003,1.0,1.1150541555279454,1.215940312651842,1.4033514598367653,1.3851848190892988,1.0904444644189042,1.098999467325263,0.9975759674093286,1.232457170407239,1.057385403240747
10009,1.0,1.5002420920991653,1.2499252889709012,1.36861578134921,1.3725066831877768,1.467866095400697,1.315362488560103,1.2081211445952307,1.3668828569559774,1.3501315812605428
10010,1.0,1.1474034139736249,0.8658371927848985,1.0518724804115975,1.3547340061943791,1.033681568457819,2.0184470991241095,0.923133707699385,1.192770827572252,1.2704155352988693
10011,1.0,1.2375460039927175,0.9837627831224112,1.2735623548729231,1.4294219719990262,1.0193896627743508,1.0453135561019864,1.0183086883221915,1.173115626197458,1.5113700172398705
10012,1.0,1.2509544990179182,1.3777199124869854,1.8204198076705118,1.431701289046741,1.2421593953796424,1.2536972222131384,1.101595709412867,1.2353141891232902,1.6810173696935415
10013,1.0,1.3319268969576736,1.4347274716348641,1.4788659961334802,1.388443789086485,1.0679188492938216,1.4333933135552488,1.0907302911377044,1.4995414823516455,1.6332433217116828
10014,1.0,1.220372347341335,1.3524194955013162,1.5912813960068455,1.133105438781301,1.1540827687428759,1.1354819608646944,1.0799058231780252,1.093947941924621,1.7172513296557874
10016,1.0,1.5324416046285658,1.8764332436859064,2.373214032565654,3.5651291360577018,1.8427934084705009,1.4056555968018183,1.2859737094226158,1.302807761349842,1.6755997094768542
10019,1.0,3.086751462316278,2.4272767232863894,3.6426123836019415,2.6247811174177738,1.9532966262066112,1.8504259587552057,1.405326616029637,1.8939338476834773,2.6066077704909945
10021,1.0,1.3315679714794957,1.3442531312172892,1.4194966906424442,1.8042868187332188,1.6575608593010003,1.3233318350227663,1.1302695992919172,2.1243901077731517,1.5560534831626283
10022,1.0,1.2718519859113668,1.1940492770589617,1.8442109341836033,1.3987097798434784,1.5177419610629266,1.456683518663733,1.1238500763653383,1.1095846874848039,1.3247420172148467
10023,1.0,1.1702416198295187,1.1720301850358514,1.3218190467485544,1.3116630721090419,0.9321479914970718,1.0667824459564164,1.0724907512268147,0.9966342609022629,1.4021592824232245
10024,1.0,1.1603570149866271,1.210138239890132,1.2945178171458278,1.2484908079250323,0.9109616664777027,1.0822162398975956,1.1466337085745404,1.543350613002014,1.316619675989754
10025,1.0,1.3616737272607018,1.1562614965570004,1.4150411584389848,1.602206040352242,1.301836049853619,1.0687983972640698,1.3417908285434823,1.5977419008411093,1.3919273557812688
10027,1.0,1.3938369676859104,1.142338629586887,1.5472917213462933,1.3877361984129881,1.3312527609416942,1.1437888363346027,1.1701900501944518,1.1506698081704916,1.0846531928114158
10028,1.0,1.4378521146165,1.2621827944573325,1.47841140905548,1.5018935923889756,1.2275171461990415,1.1168801412171732,1.32585106308003,1.317866681128179,1.2818261007946639
10029,1.0,2.053315398370482,2.2991143752217726,2.4969576866432175,3.118898247131431,1.754331228277615,1.5805704745499127,1.5751831952776374,1.9833218265990618,3.034121334208689
10030,1.0,1.0658833380168267,0.8713035063054788,1.0612257746830471,1.3474803521163417,1.1680521367599082,0.9721869443276747,1.0727491437697187,1.4420227335487472,1.1107058386188409
10031,1.0,1.7538978342164004,1.3853552966935894,1.6110031224200967,2.1623818198772353,2.059079472947623,1.6900870711058686,1.35221138109594,1.3011433809963941,1.532507605972191
10033,1.0,0.9300605269572386,1.2559295867916114,1.2059473221883397,1.9619397836768768,1.1781880967672955,1.0058804044596033,3.4062780211551114,1.212926774393545,1.4378218583169935
10036,1.0,1.2564073655194778,1.2030904394840196,1.0693211569340175,0.9203418943523577,0.9698086642989034,1.2461970195587904,1.0771705408506542,1.125514159683436,1.1133283168511399
10038,1.0,3.098906549579014,1.791253098448919,1.5928127494834967,1.376879243381407,1.5123856069840964,3.518611336243184,1.3804382493832443,1.6621970678638953,2.2096537646322756
10040,1.0,1.6415079046726455,1.4348862781122205,2.043379784605727,2.2205226417485844,1.8514638182191725,1.1885226417485844,1.5715226417485841,2.3831243187803883,1.6763188292049382
11103,1.0,1.4426139221388385,2.8477442187898676,2.670976114793259,1.4219201180908105,2.137861965272143,1.3258510556972012,1.1952064685963242,1.594373421215197,1.8031575840202607
11104,1.0,1.528640824257984,1.2798849446323397,1.7430945424252435,1.1982191784116143,1.3890812364186533,1.8048246218785902,1.7351828799483335,2.1114414487453543,1.3737685633275323
11105,1.0,1.0785213723842668,1.134555126252956,1.2323064835613824,1.1778919636941338,1.249676590097957,1.1483974463711835,1.1392767744380374,1.1275933178111033,1.3391674793669084
11106,1.0,1.6848114909743512,1.949600982441162,1.68108514147752,1.1135592221752093,0.8883872236266439,1.117075522914846,1.4521329318279244,0.9753940836725313,1.1259992705226929
10128,1.0,1.6302643984444027,1.4454204895174947,1.9927364571821002,2.183987503608784,1.5071587418072991,1.5153435297449644,1.6097415496999319,2.196677737618195,1.8459257150351998
11201,1.0,1.1579838353832292,1.6377530955300732,1.593666022788889,1.5760368846623676,1.8207050851523878,1.512533311090897,1.1546303793648935,1.608605034097766,1.3382868727958623
11204,1.0,1.1285409815127805,1.3820555899146902,1.4083853300832394,1.3501715816973563,1.2152003854218427,1.1712032845452636,2.010932709277462,1.9019675498576192,1.2839282167131871
11206,1.0,1.0045606133214713,1.4513985944055547,1.5078766166368824,1.1673923240194644,1.429500988514442,1.5010097305251637,1.3108076866388705,1.5073274393663376,1.753837080042556
11207,1.0,0.9945758118563403,1.2175169094130225,1.1774356099866532,1.2898567778523133,0.9798305074211264,1.0063385915748486,1.5847261966820185,1.3062224550140702,1.2716208819544799
11208,1.0,1.7045336383529979,2.029021955958746,2.046835820166461,1.4997156566472758,1.2315841980085616,1.2469553329547653,1.4803827445119404,1.2957089791518366,1.4261566949437519
11209,1.0,1.5006596715899103,1.7175788580068043,1.5951766531424654,1.4662132356258377,1.3339956151414953,1.3267182124056682,1.096252383297824,1.3364105440516694,1.6309791196634198
11211,1.0,1.7471678859314526,1.603808046575534,1.810494018667343,1.6384422025757808,1.5699602950826619,1.4696603859803652,1.678144601863758,1.7980694069307668,1.7087705989260826
11212,1.0,1.8070734986392523,1.4093519142071989,1.9404498395559422,1.1316553121456396,1.8957048498866194,1.2331416510751931,1.5207769385466217,1.787225595704483,1.644413367585157
11214,1.0,1.6252467651635691,1.3501608619464593,1.8012420110764502,1.2696609817718363,1.3441878283717563,1.4251172814997046,1.6490647665534826,1.6630262805509548,1.0519685205622695
11215,1.0,1.7114131836796307,1.929796447184683,1.8908812290771437,1.7966792322098057,1.5444842713427114,1.4235153914353913,1.6301510273228499,1.4780620837401588,1.5024755483912355
11217,1.0,1.2623170540496012,1.2602327234596509,1.319797523274496,1.1791953021347537,1.053565664288899,0.9835690705991759,1.2808711833795998,1.2337684941512392,1.5274111901753635
11218,1.0,1.230511564363217,1.220602444610329,1.192245063466375,1.2724875559098394,1.1327195943707589,1.1253106404951851,1.0715862036814274,1.2627318036513602,1.0274375453799185
11219,1.0,1.048232914069305,1.027786376897788,1.061425483139812,0.9323367854668081,1.06912596078288,0.9446232457769149,1.0406525388249026,1.3038145663236433,1.2172302800242942
11220,1.0,1.6030509626872658,1.4180988879555512,1.7556804781260247,1.207207326547315,1.2786023227542525,1.1898009248898078,1.2826543505334833,2.156179518008229,1.6770060745145408
11221,1.0,1.5068765862053133,1.5189477585545967,2.0589875377653515,1.2450379808132928,1.0083612903572443,0.9702459269073191,1.0993352004743147,1.1254856469542553,1.3849285814420176
11222,1.0,1.6736159395763999,2.273387433090315,2.524749588986678,1.4750930877286763,1.7079540465577374,1.2928700366600268,1.277058197611654,1.4685653087593635,1.3791500291001801
11223,1.0,1.1269688012074073,0.9778470907696232,1.125736800375202,1.0604737292596322,1.0028525923240834,0.934398598162544,0.9718795018554888,0.928839259681801,0.9688564024003401
11224,1.0,1.1436212478957688,1.2062711904504615,1.1341318728282026,1.1270433902330548,1.075177418304041,1.3485841744378109,1.1201779921803927,1.118930102675151,1.1587750486441195
11225,1.0,2.133696562084112,1.354591792460827,1.3226659338584086,1.6886532168451924,1.4918753709098442,1.3614262307710816,1.490485454125718,1.8328243686239047,1.5475483127725176
11226,1.0,1.2784804101191896,1.182332879877772,1.4532390235730475,1.600323072940703,1.3380931643562224,1.2833814775947026,1.1182082970118565,1.4622068177605705,1.3579137928924114
11229,1.0,1.1776770288443028,1.438413795036392,1.4012911475825294,1.119490054694245,1.0946218920193203,0.9824549520023798,1.069007366383341,1.324345002237248,1.1698520020426144
11231,1.0,1.5250945244297678,2.071638532292357,2.130628942270305,1.5125814201556378,1.9761135345730403,1.3432399225092237,2.076904308025334,2.202596407288806,2.0021413701762802
11234,1.0,1.406597441135827,1.321032738843249,1.740779775770914,1.2493309247677413,1.3814697002498293,1.597025605218714,1.2688492968939222,1.6095338845156515,1.8063917564301086
11235,1.0,1.9912063550431305,2.2450895480208257,1.7360855819137935,1.9532078276477793,1.3392030795834908,1.2560729777489092,1.4481661421048044,1.9590889765447383,1.8098052850634545
11236,1.0,1.1250370563842944,1.2396401214189503,1.2487451965792329,1.1831009518951958,1.7484631633290655,1.0179044534537272,1.5767599194067483,1.0444656400010666,1.7182330579380036
11238,1.0,1.4975964957380217,1.450051571720698,1.771556431897918,1.2858460342524585,1.7976459980353083,1.3336781919544463,1.6481669488201738,1.5842423850751857,1.6509242996297626
